Label 1,Label 2,Label 3,   Max Age (Ma)   ,   Min Age (Ma)   ,   MinDat ID   ,   Locality containing Mineral   ,   Dated Locality ID   ,   Dated Locality (Max Age)   ,   Reference (Max Age)   ,   Reference (Min Age)   ,   Query Minerals at Locality   ,   # of Query Minerals at Locality   ,   # of sublocalities with Query Minerals   ,   # of dated sublocalities   ,   Lat Deg   ,   Lat Min   ,   Lat Sec   ,   Lon Deg   ,   Lon Min   ,   Lon Sec   ,   Decimal Degree   
MD ,R,O,162,66,231307,"Baoshanxi Pb-Zn-Ag Deposit (Baoshan West Pb-Zn-Ag Deposit), Baoshan Ore Field (Baoshan Mine), Guiyang Co., Chenzhou Prefecture, Hunan Province, China",157415,"Baoshan Ore Field (Baoshan Mine), Guiyang Co., Chenzhou Prefecture, Hunan Province, China",Yuan et al. (2008),Chen et al. (2007),Acanthite,1,,,0,0,0,0,0,0,"0,0"
   ,,O,156.7,152.9,248411,"Huangshaping Pb-Zn-polymetallic Ore Field, Guiyang Co., Chenzhou Prefecture, Hunan Province, China",248411,"Huangshaping Pb-Zn-polymetallic Ore Field, Guiyang Co., Chenzhou Prefecture, Hunan Province, China",Yuan et al. (2008),Yuan et al. (2008),Acanthite,1,,,25,39,30,112,40,42,"25.658333333333,112.67833333333"
MD ,R,O,156.7,152.9,710,"Huangshaping Mine, Huangshaping Pb-Zn-polymetallic Ore Field, Guiyang Co., Chenzhou Prefecture, Hunan Province, China",248411,"Huangshaping Pb-Zn-polymetallic Ore Field, Guiyang Co., Chenzhou Prefecture, Hunan Province, China",Yuan et al. (2008),Yuan et al. (2008),Acanthite,1,,,25,39,31,112,40,42,"25.658611111111,112.67833333333"
   ,,O,160,152,157020,"Xianghualing Sn-polymetallic Ore Field, Linwu Co., Chenzhou Prefecture, Hunan Province, China",157020,"Xianghualing Sn-polymetallic Ore Field, Linwu Co., Chenzhou Prefecture, Hunan Province, China",Yuan et al. (2008),Yuan et al. (2008),Acanthite,1,,,25,27,45,112,34,30,"25.4625,112.575"
MD ,R,O,160,152,715,"Xianghualing Mine (Hsianghualing Mine), Xianghualing Sn-polymetallic Ore Field, Linwu Co., Chenzhou Prefecture, Hunan Province, China",157020,"Xianghualing Sn-polymetallic Ore Field, Linwu Co., Chenzhou Prefecture, Hunan Province, China",Yuan et al. (2008),Yuan et al. (2008),Acanthite,1,,,25,27,31,112,34,2,"25.458611111111,112.56722222222"
MD ,,,,,225209,"Tianetang-Nanfeng'ao Mine, Dongpo Ore Field, Suxian District, Chenzhou Prefecture, Hunan Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,O,163.2,130,156975,"Hengshanling-Shexingping Pb-Zn-Ag Deposit, Dongpo Ore Field, Yizhang Co., Chenzhou Prefecture, Hunan Province, China",64765,"Shizhuyuan Mine, Dongpo Ore Field, Yizhang Co., Chenzhou Prefecture, Hunan Province, China",Yuan et al. (2008),Zhang et al. (2005),Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,O,163.2,130,64765,"Shizhuyuan Mine, Dongpo Ore Field, Yizhang Co., Chenzhou Prefecture, Hunan Province, China",64765,"Shizhuyuan Mine, Dongpo Ore Field, Yizhang Co., Chenzhou Prefecture, Hunan Province, China",Yuan et al. (2008),Li et al. (1996),Acanthite,1,,,25,46,13,113,10,29,"25.770277777778,113.17472222222"
MD ,,O,64,64,187092,"Tonggutang Cu-(Ag) Deposit, Baifang Mine, Changning Co., Hengyang Prefecture, Hunan Province, China",187092,"Tonggutang Cu-(Ag) Deposit, Baifang Mine, Changning Co., Hengyang Prefecture, Hunan Province, China",Cox et al. (2003),Cox et al. (2003),Acanthite,1,,,26,32,30,112,28,30,"26.541666666667,112.475"
MD ,,O,145,66,6469,"Kangjiawan Pb-Zn-Ag-Au Deposit, Shuikoushan Ore Field, Changning Co., Hengyang Prefecture, Hunan Province, China",6469,"Kangjiawan Pb-Zn-Ag-Au Deposit, Shuikoushan Ore Field, Changning Co., Hengyang Prefecture, Hunan Province, China",Chen et al. (2007),Chen et al. (2007),Acanthite,1,,,26,32,44,112,36,0,"26.545555555556,112.6"
MD ,R,O,145,66,156932,"Shuikoushan Mine, Shuikoushan Ore Field, Changning Co., Hengyang Prefecture, Hunan Province, China",6469,"Kangjiawan Pb-Zn-Ag-Au Deposit, Shuikoushan Ore Field, Changning Co., Hengyang Prefecture, Hunan Province, China",Chen et al. (2007),Chen et al. (2007),Acanthite,1,,,26,36,0,112,38,0,"26.6,112.63333333333"
MD ,,,,,187081,"Donggangshan Ag-polymetallic Deposit, Hengdong Co., Hengyang Prefecture, Hunan Province, China",,,,,Acanthite,1,,,27,11,0,112,59,0,"27.183333333333,112.98333333333"
MD ,,,,,225398,"Liushutang Pb-Zn Deposit, Qidong Co., Hengyang Prefecture, Hunan Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,234606,"Aoyushan Pb-Zn Deposit, Xupu Co., Huaihua Prefecture, Hunan Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,157296,"Diaoshuidong Au Deposit, Xinshao Co., Shaoyang Prefecture, Hunan Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,135022,"Gaojia'ao Au Deposit, Xinshao Co., Shaoyang Prefecture, Hunan Province, China",,,,,Acanthite,1,,,27,20,24,111,25,12,"27.34,111.42"
MD ,,,,,225344,"Tongshanling Mine, Tongshanling Ore Field, Jiangyong Co., Yongzhou Prefecture, Hunan Province, China",,,,,Acanthite,1,,,25,17,33,111,29,14,"25.2925,111.48722222222"
MD ,,O,106,106,711,"Taolin Mine, Linxiang Co., Yueyang Prefecture, Hunan Province, China",711,"Taolin Mine, Linxiang Co., Yueyang Prefecture, Hunan Province, China",Jingwen et al. (2013),Jingwen et al. (2013),Acanthite,1,,,29,20,0,113,30,0,"29.333333333333,113.5"
MD ,,,,,228387,"Laodonggou Mine, Ejin Banner (Ejina Co.), Alxa League (Alashan Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,233996,"Suosuojing Ag-Pb Deposit, Ejin Banner (Ejina Co.), Alxa League (Alashan Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143819,"Dongshengmiao Mine, Urad Rear Banner (Wulate Houqi), Bayan Nur League (Bayannao'er Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,41,6,48,107,3,23,"41.113333333333,107.05638888889"
MD ,,,,,143933,"Mongon Tolgoi Mine (Meng'entaoleigai Mine; Meng'entaolegai Mine), Horqin Right Middle Banner (Ke'erqin Youyi Zhongqi), Hinggan League (Xing'an Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,45,16,0,121,23,0,"45.266666666667,121.38333333333"
MD ,,,,,157085,"Hulalin Au Deposit, Ergun Co. (E'erguna Co.), Hulunbuir League (Hulunbei'er Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,123467,"Eren Tolgoi Ag-Au Deposit (Erentaoleigai Ag-Au Deposit; Erentaolegai Ag-Au Deposit), New Barag Right Banner (Xin Barag Youqi), Hulunbuir League (Hulunbei'er Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,48,23,0,116,40,0,"48.383333333333,116.66666666667"
MD ,,,,,123468,"Jiawula Ag-Pb-Zn Deposit, Jiawula Ag-polymetallic Ore Field, New Barag Right Banner (Xin Barag Youqi), Hulunbuir League (Hulunbei'er Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,48,47,45,116,17,15,"48.795833333333,116.2875"
MD ,,,,,228527,"Siwumuchang Au-(Ag-Cu) Deposit, Yakeshi Co., Hulunbuir League (Hulunbei'er Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,228529,"Liqingdi Pb-Zn-Ag Deposit, Chahar Right Front Banner (Chaha'er Youyi Qianqi), Ulaan Chab League (Wulanchabu Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,254190,"Huashugou Au Ore Field, Fengzhen Co., Ulaan Chab League (Wulanchabu Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,
MD ,,,,,232402,"Jiulongwan Ag-polymetallic Deposit, Fengzhen Co., Ulaan Chab League (Wulanchabu Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143925,"Aonaodaba Sn-Cu-Ag Deposit, Bairin Left Banner (Balin Zuoqi), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,44,40,5,119,25,3,"44.668055555556,119.4175"
MD ,,,,,143927,"Baiyinnuo'er Pb-Zn-polymetallic Deposit (Baiyinnuo Pb-Zn-polymetallic Deposit), Bairin Left Banner (Balin Zuoqi), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,44,30,30,118,56,0,"44.508333333333,118.93333333333"
MD ,,,,,260646,"Shuangjianzishan Ag-polymetallic Deposit, Bairin Left Banner (Balin Zuoqi), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,44,30,30,119,6,45,"44.508333333333,119.1125"
MD ,,,,,143954,"Longtoushan Au-Ag-polymetallic Deposit, Harqin Banner (Kalaqin Co.), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,41,54,30,118,57,0,"41.908333333333,118.95"
MD ,,,,,217301,"Bairendaba Ag-polymetallic Deposit, Hexigten Banner (Keshiketeng Co.), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,44,6,15,117,32,35,"44.104166666667,117.54305555556"
MD ,,,,,244046,"Laopandao Ag-polymetallic Deposit, Hexigten Banner (Keshiketeng Co.), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143913,"Anle Sn-polymetallic Deposit (Anlo Sn-polymetallic Deposit), Muxiga, Hexigten Banner (Keshiketeng Co.), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,43,44,10,117,38,10,"43.736111111111,117.63611111111"
MD ,,,,,244044,"Youfangxi Ag-polymetallic Deposit, Hexigten Banner (Keshiketeng Co.), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,254176,"Bianjiadayuan Pb-Zn-Ag Deposit, Linxi Co., Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,43,31,25,118,3,45,"43.523611111111,118.0625"
MD ,,,,,64514,"Dajing Mine (Dajingzi Mine), Linxi Co., Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,43,41,30,118,15,56,"43.691666666667,118.26555555556"
MD ,,,,,143919,"Guandi Ag-Au Deposit, Guandi, Linxi Co., Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143955,"Erbahuo Mine, Ongniud Banner (Wengniute Co.), Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143905,"Honghuagou Au Deposit, Honghuagou Gold Field, Songshan District, Ulanhad League (Chifeng Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,42,10,10,118,55,50,"42.169444444444,118.93055555556"
MD ,,,,,243272,"Gaoerqi Pb-Zn Deposit, Abag Banner (Abaga Co.), Xilin Gol League (Xilinguole Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,45,6,55,114,31,50,"45.115277777778,114.53055555556"
MD ,,,,,243271,"Hadate Tolgoi Pb-Zn-Ag Deposit (Hadatetaolegai Pb-Zn-Ag Deposit), Abag Banner (Abaga Co.), Xilin Gol League (Xilinguole Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,45,5,15,114,21,50,"45.0875,114.36388888889"
MD ,,,,,243274,"Morgeqin Ag-(Pb-Zn) Deposit (Moruogeqin Ag-(Pb-Zn) Deposit; Monuogechin Ag-(Pb-Zn) Deposit), Abag Banner (Abaga Co.), Xilin Gol League (Xilinguole Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,45,10,31,114,52,53,"45.175277777778,114.88138888889"
MD ,,,,,225451,"Aerhada Pb-Zn-Ag Deposit (Arehada Pb-Zn-Ag Deposit; Arhada Pb-Zn-Ag Deposit), East Ujimqin Banner (Dongwuzhumuqin Co.; Dongwu Qi), Xilin Gol League (Xilinguole Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,229726,"Hua'aobaote Pb-Zn-Ag-polymetallic Deposit, Sonid Left Banner (Sunite Zuoqi), Xilin Gol League (Xilinguole Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,225464,"Baiyinchagan Mine (Bayanchagan Mine; Chagan Mine), West Ujimqin Banner (Xiwuzhumuqin Co.), Xilin Gol League (Xilinguole Prefecture), Inner Mongolia Autonomous Region, China",,,,,Acanthite,1,,,44,32,55,116,34,20,"44.548611111111,116.57222222222"
MD ,,,,,242738,"Louxiashan Pb-Ag Deposit, Qixia District, Nanjing Prefecture, Jiangsu Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,225477,"Pingshantou Ag-Au Deposit, Qixia District, Nanjing Prefecture, Jiangsu Province, China",,,,,Acanthite,1,,,32,10,0,118,57,0,"32.166666666667,118.95"
MD ,,O,201,66,186584,"Qixiashan Mine (Chihsiashan Mine; Nanjing Lead-zinc Mine; Yinmao Mine), Qixia District, Nanjing Prefecture, Jiangsu Province, China",186584,"Qixiashan Mine (Chihsiashan Mine; Nanjing Lead-zinc Mine; Yinmao Mine), Qixia District, Nanjing Prefecture, Jiangsu Province, China",Chen et al. (2007),Chen et al. (2007),Acanthite,1,,,32,9,30,118,58,0,"32.158333333333,118.96666666667"
MD ,,,,,186589,"Dongxiang Cu-polymetallic Deposit, Dongxiang Co., Fuzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,28,17,20,116,38,45,"28.288888888889,116.64583333333"
MD ,,,,,64293,"Fenglin W-Cu Deposit, Dongxiang Co., Fuzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,28,17,30,116,40,0,"28.291666666667,116.66666666667"
MD ,,,,,244366,"Chikeng Ag-Pb Deposit, Chongyi Co., Ganzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,R,O,158.9,153.7,135109,"Dangping Mine, Xihuashan Ore Field, Dayu Co., Ganzhou Prefecture, Jiangxi Province, China",64287,"Piaotang Mine, Xihuashan Ore Field, Dayu Co., Ganzhou Prefecture, Jiangxi Province, China",Jingwen et al. (2013),Jingwen et al. (2013),Acanthite,1,,,25,28,0,114,20,0,"25.466666666667,114.33333333333"
MD ,R,O,158.9,153.7,26656,"Xihuashan Mine, Xihuashan Ore Field, Dayu Co., Ganzhou Prefecture, Jiangxi Province, China",64287,"Piaotang Mine, Xihuashan Ore Field, Dayu Co., Ganzhou Prefecture, Jiangxi Province, China",Jingwen et al. (2013),Jingwen et al. (2013),Acanthite,1,,,25,27,40,114,19,0,"25.461111111111,114.31666666667"
MD ,,,,,240418,"Baishishan W Deposit, Gan Co., Ganzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,26,5,49,115,6,52,"26.096944444444,115.11444444444"
MD ,,,,,157541,"Hongshan Cu Deposit, Huichang Co., Ganzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,O,125,125,145181,"Yanbei Sn Deposit, Xikengjing Sn Ore Field (Mikengshan Sn Ore Field), Huichang Co., Ganzhou Prefecture, Jiangxi Province, China",145181,"Yanbei Sn Deposit, Xikengjing Sn Ore Field (Mikengshan Sn Ore Field), Huichang Co., Ganzhou Prefecture, Jiangxi Province, China",Jingwen et al. (2013),Jingwen et al. (2013),Acanthite,1,,,25,15,35,115,41,1,"25.259722222222,115.68361111111"
MD ,,,,,186710,"Jiaoli Ag-Pb-Zn-W Deposit, Shangyou Co., Ganzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,25,53,0,114,20,0,"25.883333333333,114.33333333333"
MD ,,,,,64290,"Huamei'ao Mine, Xingguo Co., Ganzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,26,30,0,115,45,0,
MD ,,,,,157380,"Xiaolong Mine, Xingguo Co., Ganzhou Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,26,41,0,115,20,0,"26.683333333333,115.33333333333"
MD ,,O,145,66,64292,"Chengmenshan Mine, Jiujiang Co., Jiujiang Prefecture, Jiangxi Province, China",64292,"Chengmenshan Mine, Jiujiang Co., Jiujiang Prefecture, Jiangxi Province, China",Chen et al. (2007),Chen et al. (2007),Acanthite,1,,,29,40,41,115,50,0,"29.678055555556,115.83333333333"
MD ,,,,,135020,"Yangjishan Mine, Ruichang Co., Jiujiang Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,29,41,24,115,38,24,"29.69,115.64"
MD ,,,,,226150,"Xianglushan Mine, Xiushui Co., Jiujiang Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,232277,"Shiwu Au Deposit, Jinshan Au Ore Field, Dexing Co., Shangrao Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
   ,,O,178,170,225527,"Yinshan Ore Field, Dexing Co., Shangrao Prefecture, Jiangxi Province, China",225527,"Yinshan Ore Field, Dexing Co., Shangrao Prefecture, Jiangxi Province, China",Jingwen et al. (2013),Jingwen et al. (2013),Acanthite,1,,,28,57,59,117,34,59,"28.966388888889,117.58305555556"
MD ,R,O,178,170,64294,"Yinshan Mine, Yinshan Ore Field, Dexing Co., Shangrao Prefecture, Jiangxi Province, China",225527,"Yinshan Ore Field, Dexing Co., Shangrao Prefecture, Jiangxi Province, China",Jingwen et al. (2013),Jingwen et al. (2013),Acanthite,1,,,28,58,0,117,35,0,"28.966666666667,117.58333333333"
MD ,,,,,231574,"Xianshan'gang Ag-Au Deposit, Shangrao Co., Shangrao Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,28,15,30,117,57,8,"28.258333333333,117.95222222222"
MD ,,,,,187657,"Hujiajian Ag-Au Deposit (Wannian Ag-Au Deposit), Wannian Co., Shangrao Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,244324,"U Deposit No. 34, Yanshan Co. (Qianshan Co.), Shangrao Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,244381,"Xiabao Ore Block, Lengshuikeng Ag-Pb-Zn-Au Deposit, Guixi Co., Yingtan Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,230313,"Shatang Au-Ag Deposit, Guixi Co., Yingtan Prefecture, Jiangxi Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,226128,"Xiaoshiren Au Deposit, Jiangyuan District (Hunjiang Co.), Baishan Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,41,54,30,126,34,30,"41.908333333333,126.575"
MD ,,,,,143674,"Huanggoushan Pb-Zn Deposit, Linjiang Co., Baishan Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,41,45,10,126,41,5,"41.752777777778,126.68472222222"
MD ,,,,,143447,"Erdaogou Mine, Jiapigou Ore Field, Huadian Co., Jilin Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143535,"Jiapigou Mine, Jiapigou Ore Field, Huadian Co., Jilin Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,42,53,0,129,25,0,"42.883333333333,129.41666666667"
MD ,,,,,228389,"Liupiyegou Mine, Jiapigou Ore Field, Huadian Co., Jilin Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,42,44,18,127,32,12,"42.738333333333,127.53666666667"
MD ,,,,,143621,"Shanmen Ag-(Au) Deposit (Siping Ag-(Au) Deposit), Lishu Co., Siping Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,43,8,10,124,35,11,"43.136111111111,124.58638888889"
MD ,,,,,143635,"Haigou Mine, Antu Co., Yanbian Chaoxianzu Autonomous Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,42,46,5,128,3,5,"42.768055555556,128.05138888889"
MD ,,,,,244091,"Xinglong Mine, Helong Co., Yanbian Chaoxianzu Autonomous Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,254508,"Shijing Au-Ag Deposit, Longjing Co., Yanbian Chaoxianzu Autonomous Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143683,"Ciweigou Au-Ag Deposit, Wangqing Co., Yanbian Chaoxianzu Autonomous Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,43,15,10,129,58,5,"43.252777777778,129.96805555556"
MD ,,,,,143626,"Naozhi Au-Cu Deposit, Yanji Co., Yanbian Chaoxianzu Autonomous Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,43,7,45,129,30,5,"43.129166666667,129.50138888889"
MD ,,,,,143628,"Wufeng-Wuxingshan Au-(Ag) Deposit, Yanji Co., Yanbian Chaoxianzu Autonomous Prefecture, Jilin Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,43,6,10,129,15,0,"43.102777777778,129.25"
MD ,,O,165.8,159.1,143386,"Xiaojiayingzi Cu-Mo-(Fe) Deposit, Jianping Co., Chaoyang Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",143386,"Xiaojiayingzi Cu-Mo-(Fe) Deposit, Jianping Co., Chaoyang Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",Han et al. (2014),Han et al. (2014),Acanthite,1,,,41,31,50,119,51,10,"41.530555555556,119.85277777778"
MD ,,,,,143302,"Gaojiabuzi Ag-Pb-Zn Deposit (Gaojiapuzi Ag-Pb-Zn Deposit; Gaojiabaozi Ag-Pb-Zn Deposit), Qingchengzi Ore Field, Fengcheng Co., Dandong Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,226108,"Nanshan Pb-Zn Deposit, Qingchengzi Ore Field, Fengcheng Co., Dandong Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143305,"Xiquegou Pb-Zn Deposit (Xiquigou Pb-Zn Deposit), Qingchengzi Ore Field, Fengcheng Co., Dandong Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143577,"Yangshuqu Au-Ag-Pb-Zn Deposit, Qingchengzi Ore Field, Fengcheng Co., Dandong Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143304,"Zhenzigou Pb-Zn Deposit, Qingchengzi Ore Field, Fengcheng Co., Dandong Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143580,"Zhenjiang Au Deposit, Zhenjiang, Kuandian Co., Dandong Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143538,"Beishan Section, Bajiazi Zn-Pb-Ag Deposit, Jianchang Co., Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,186701,"Binggou Section, Bajiazi Zn-Pb-Ag Deposit, Jianchang Co., Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,186699,"Dongfeng Section, Bajiazi Zn-Pb-Ag Deposit, Jianchang Co., Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,186693,"Hongqi Section, Bajiazi Zn-Pb-Ag Deposit, Jianchang Co., Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,186695,"Lugou Section, Bajiazi Zn-Pb-Ag Deposit, Jianchang Co., Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,224942,"Wujiatun Pb-Zn-Ag Deposit (Wujiateng Pb-Zn-Ag Deposit), Jianchang Co., Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,234833,"Dongqingpu Ag-Zn Deposit, Lianshan District, Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,143549,"Lanjiagou Mo Deposit, Yangjiazhangzi Ore Field, Lianshan District, Huludao Prefecture, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,40,58,30,120,46,0,"40.975,120.76666666667"
MD ,,,,,228636,"Zhaojiapuzi Au Deposit, Gaizhou Co., Yingkou Prefecture, Liaodong Peninsula, Liaoning Province (Manchuria; Dongbei Region), China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,211991,"Fenghuoshan Cu Deposit, Zadoi Co. (Zaduo Co.), Gyêgu Autonomous Prefecture (Yushu Autonomous Prefecture), Qinghai Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,260890,"Zangmaxikong Cu-Ag Deposit, Fenghuoshan Cu Ore Field, Zhidoi Co. (Zhiduo Co.), Gyêgu Autonomous Prefecture (Yushu Autonomous Prefecture), Qinghai Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
MD ,,,,,244861,"Wanyanghe Cu-Pb-Zn-polymetallic Deposit, Guomisi-Gadaban Ore Field, Qilian Co., Haibei Autonomous Prefecture, Qinghai Province, China",,,,,Acanthite,1,,,0,0,0,0,0,0,"0,0"
